STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,SW_LIFS,Life satisfaction,L,Value,LW,Low,5.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,LW,Low,7.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,LW,Low,7.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,LW,Low,7.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,SW_LIFS,Life satisfaction,L,Value,LW,Low,7.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,SW_LIFS,Life satisfaction,L,Value,LW,Low,6,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,LW,Low,6,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.7,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,LW,Low,7.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,LW,Low,7.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,SW_LIFS,Life satisfaction,L,Value,LW,Low,4.8,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.7,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,SW_LIFS,Life satisfaction,L,Value,LW,Low,7.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,LW,Low,6,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,SW_LIFS,Life satisfaction,L,Value,LW,Low,5.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,LW,Low,4.9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.6,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,MN,Men,7.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,1.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,2.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,ES_STCS,Student skills,L,Value,TOT,Total,406,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,ES_STCS,Student skills,L,Value,TOT,Total,480,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,ES_STCS,Student skills,L,Value,MN,Men,409,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,ES_STCS,Student skills,L,Value,MN,Men,472,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,ES_STCS,Student skills,L,Value,WMN,Women,402,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,ES_STCS,Student skills,L,Value,WMN,Women,488,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,ES_STCS,Student skills,L,Value,HGH,High,459,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,ES_STCS,Student skills,L,Value,HGH,High,522,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,ES_STCS,Student skills,L,Value,LW,Low,373,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,ES_STCS,Student skills,L,Value,LW,Low,432,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,HGH,High,7.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,5.7,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,TOT,Total,6.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,MN,Men,5.7,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,MN,Men,6.6,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,5.7,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,WMN,Women,6.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,HGH,High,7.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,HGH,High,7.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,LW,Low,5.7,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,1.8,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_STCS,Student skills,L,Value,TOT,Total,415,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_STCS,Student skills,L,Value,MN,Men,417,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_STCS,Student skills,L,Value,WMN,Women,413,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_STCS,Student skills,L,Value,HGH,High,476,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_STCS,Student skills,L,Value,LW,Low,392,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,TOT,Total,6.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,MN,Men,6.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,WMN,Women,6.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,HGH,High,7.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,LW,Low,6.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.6,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,HO_NUMR,Rooms per person,L,Value,TOT,Total,2.1,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,HO_NUMR,Rooms per person,L,Value,TOT,Total,2.6,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.5,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.9,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.9,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.8,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.8,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.2,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.4,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.6,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,HO_NUMR,Rooms per person,L,Value,TOT,Total,2.1,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.4,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.9,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.5,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,TOT,Total,2,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.1,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,TOT,Total,2,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,TOT,Total,2.4,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,HO_NUMR,Rooms per person,L,Value,TOT,Total,2.1,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.1,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.7,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.1,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.9,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.7,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.9,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,HO_NUMR,Rooms per person,L,Value,TOT,Total,1,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,TOT,Total,2,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,HO_NUMR,Rooms per person,L,Value,TOT,Total,2.4,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.9,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.7,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.2,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.2,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,HO_NUMR,Rooms per person,L,Value,TOT,Total,1,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,TOT,Total,1.6,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,37433,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,37001,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,34884,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,34421,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,26664,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,33774,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,33471,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,34375,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,38971,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,20791,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,21026,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,29488,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,29431,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,28872,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,24590,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,44773,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,16269,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,34984,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,39024,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,39144,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,23675,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,24877,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,21149,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,27155,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,33730,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,39697,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,33049,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,51147,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,23784,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,19783,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,19546,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,25250,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,9338,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,30490,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,IW_HNFW,Household net wealth,L,Value,TOT,Total,528768,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,IW_HNFW,Household net wealth,L,Value,TOT,Total,309637,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,IW_HNFW,Household net wealth,L,Value,TOT,Total,447607,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,IW_HNFW,Household net wealth,L,Value,TOT,Total,478240,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,IW_HNFW,Household net wealth,L,Value,TOT,Total,149864,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,IW_HNFW,Household net wealth,L,Value,TOT,Total,230032,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,IW_HNFW,Household net wealth,L,Value,TOT,Total,298639,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,IW_HNFW,Household net wealth,L,Value,TOT,Total,304317,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,IW_HNFW,Household net wealth,L,Value,TOT,Total,148323,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,IW_HNFW,Household net wealth,L,Value,TOT,Total,150296,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,IW_HNFW,Household net wealth,L,Value,TOT,Total,370341,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,IW_HNFW,Household net wealth,L,Value,TOT,Total,295020,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,IW_HNFW,Household net wealth,L,Value,TOT,Total,294735,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,IW_HNFW,Household net wealth,L,Value,TOT,Total,362340,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,IW_HNFW,Household net wealth,L,Value,TOT,Total,941162,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,IW_HNFW,Household net wealth,L,Value,TOT,Total,248599,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,IW_HNFW,Household net wealth,L,Value,TOT,Total,514162,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,IW_HNFW,Household net wealth,L,Value,TOT,Total,268358,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,IW_HNFW,Household net wealth,L,Value,TOT,Total,233221,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,IW_HNFW,Household net wealth,L,Value,TOT,Total,255303,,A,,USD,US Dollar,0,Units,,
